area_id,source,calendar_quarter,sex,age_group,population,area_name,asfr
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y020_024,71351,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y025_029,66242,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y030_034,42062,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y035_039,29685,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y040_044,18419,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y045_049,12254,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y050_054,8220,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y055_059,6308,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y060_064,4191,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y065_069,2963,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y070_074,2120,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y075_079,1335,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,female,Y080_999,2059,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y000_004,68195,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y005_009,51932,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y010_014,42308,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y015_019,43025,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y020_024,63189,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y025_029,64220,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y030_034,54543,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y035_039,43362,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y040_044,28893,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y045_049,19845,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y050_054,13616,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y055_059,8680,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y060_064,5280,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y065_069,3135,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y070_074,2083,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y075_079,1357,Mombasa,
KEN_2_01,KNBS Census 2019,CY2011Q2,male,Y080_999,1406,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y000_004,69207,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y005_009,53902,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y010_014,44978,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y015_019,50695,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y020_024,71872,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y025_029,69497,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y030_034,45191,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y035_039,31153,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y040_044,19758,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y045_049,12762,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y050_054,8453,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y055_059,6583,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y060_064,4412,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y065_069,3072,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y070_074,2196,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y075_079,1370,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,female,Y080_999,1996,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y000_004,70375,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y005_009,53662,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y010_014,43826,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y015_019,44295,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y020_024,65289,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y025_029,66558,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y030_034,56195,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y035_039,45229,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y040_044,30879,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y045_049,20636,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y050_054,14176,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y055_059,9069,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y060_064,5572,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y065_069,3238,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y070_074,2143,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y075_079,1362,Mombasa,
KEN_2_01,KNBS Census 2019,CY2012Q2,male,Y080_999,1372,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y000_004,71276,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y005_009,55770,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y010_014,46684,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y015_019,51922,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y020_024,72042,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y025_029,72464,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y030_034,48561,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y035_039,32709,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y040_044,21220,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y045_049,13367,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y050_054,8696,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y055_059,6856,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y060_064,4645,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y065_069,3194,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y070_074,2279,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y075_079,1407,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,female,Y080_999,1952,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y000_004,72554,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y005_009,55375,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y010_014,45463,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y015_019,45622,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y020_024,67310,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y025_029,69086,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y030_034,57874,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y035_039,47023,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y040_044,33018,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y045_049,21536,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y050_054,14767,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y055_059,9460,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y060_064,5887,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y065_069,3355,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y070_074,2212,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y075_079,1375,Mombasa,
KEN_2_01,KNBS Census 2019,CY2013Q2,male,Y080_999,1346,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y000_004,73284,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y005_009,57629,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y010_014,48504,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y015_019,53332,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y020_024,72278,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y025_029,74991,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y030_034,51929,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y035_039,34522,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y040_044,22705,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y045_049,14095,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y050_054,8967,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y055_059,7118,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y060_064,4883,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y065_069,3334,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y070_074,2366,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y075_079,1450,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,female,Y080_999,1920,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y000_004,74708,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y005_009,57065,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y010_014,47173,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y015_019,47026,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y020_024,69313,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y025_029,71722,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y030_034,59637,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y035_039,48772,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y040_044,35143,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y045_049,22624,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y050_054,15384,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y055_059,9860,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y060_064,6212,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y065_069,3493,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y070_074,2285,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y075_079,1396,Mombasa,
KEN_2_01,KNBS Census 2019,CY2014Q2,male,Y080_999,1324,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y000_004,75317,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y005_009,59372,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y010_014,50386,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y015_019,54865,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y020_024,72885,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y025_029,77002,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y030_034,55104,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y035_039,36693,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y040_044,24148,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y045_049,14960,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y050_054,9283,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y055_059,7367,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y060_064,5120,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y065_069,3494,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y070_074,2455,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y075_079,1499,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,female,Y080_999,1898,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y000_004,76877,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y005_009,58671,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y010_014,48916,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y015_019,48521,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y020_024,71343,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y025_029,74411,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y030_034,61523,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y035_039,50490,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y040_044,37130,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y045_049,23941,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y050_054,16028,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y055_059,10275,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y060_064,6534,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y065_069,3658,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y070_074,2362,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y075_079,1426,Mombasa,
KEN_2_01,KNBS Census 2019,CY2015Q2,male,Y080_999,1305,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y000_004,76005,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y005_009,60569,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y010_014,51595,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y015_019,56174,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y020_024,73598,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y025_029,77087,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y030_034,56953,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y035_039,38793,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y040_044,25255,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y045_049,15807,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y050_054,9617,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y055_059,7527,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y060_064,5282,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y065_069,3633,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y070_074,2531,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y075_079,1540,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,female,Y080_999,1881,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y000_004,76623,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y005_009,59150,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y010_014,49364,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y015_019,49105,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y020_024,71789,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y025_029,75004,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y030_034,62266,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y035_039,50937,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y040_044,37887,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y045_049,24880,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y050_054,16395,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y055_059,10468,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y060_064,6678,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y065_069,3766,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y070_074,2397,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y075_079,1436,Mombasa,
KEN_2_01,KNBS Census 2019,CY2016Q2,male,Y080_999,1271,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y000_004,76699,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y005_009,61791,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y010_014,52832,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y015_019,57514,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y020_024,74317,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y025_029,77172,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y030_034,58863,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y035_039,41012,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y040_044,26413,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y045_049,16701,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y050_054,9964,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y055_059,7691,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y060_064,5448,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y065_069,3778,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y070_074,2610,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y075_079,1582,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,female,Y080_999,1865,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y000_004,76369,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y005_009,59633,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y010_014,49816,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y015_019,49695,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y020_024,72238,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y025_029,75601,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y030_034,63018,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y035_039,51388,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y040_044,38660,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y045_049,25856,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y050_054,16770,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y055_059,10664,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y060_064,6826,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y065_069,3876,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y070_074,2433,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y075_079,1446,Mombasa,
KEN_2_01,KNBS Census 2019,CY2017Q2,male,Y080_999,1238,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y000_004,77400,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y005_009,63037,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y010_014,54100,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y015_019,58886,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y020_024,75044,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y025_029,77258,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y030_034,60838,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y035_039,43359,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y040_044,27624,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y045_049,17646,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y050_054,10323,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y055_059,7858,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y060_064,5620,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y065_069,3929,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y070_074,2692,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y075_079,1625,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,female,Y080_999,1850,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y000_004,76117,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y005_009,60120,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y010_014,50272,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y015_019,50293,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y020_024,72689,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y025_029,76203,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y030_034,63780,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y035_039,51843,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y040_044,39448,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y045_049,26871,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y050_054,17154,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y055_059,10863,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y060_064,6977,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y065_069,3990,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y070_074,2470,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y075_079,1456,Mombasa,
KEN_2_01,KNBS Census 2019,CY2018Q2,male,Y080_999,1206,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y000_004,77312,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y005_009,63870,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y010_014,55065,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y015_019,60322,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y020_024,75858,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y025_029,75828,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y030_034,61808,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y035_039,45905,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y040_044,28572,Mombasa,
KEN_2_01,KNBS Census 2019,CY2019Q2,female,Y045_049,18718,Mombasa,
