area_id,source,calendar_quarter,sex,age_group,population,area_name,asfr
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y045_049,22643,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y050_054,13694,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y055_059,8202,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y060_064,5848,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y065_069,2976,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y070_074,2409,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y075_079,716,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,female,Y080_999,1872,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y000_004,54720,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y005_009,52720,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y010_014,65019,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y015_019,71349,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y020_024,51679,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y025_029,37009,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y030_034,29904,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y035_039,24607,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y040_044,19400,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y045_049,16857,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y050_054,14499,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y055_059,8573,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y060_064,6960,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y065_069,4757,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y070_074,3929,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y075_079,1298,Mandera,
KEN_2_09,KNBS Census 2019,CY2021Q2,male,Y080_999,2110,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y000_004,61088,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y005_009,56792,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y010_014,68848,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y015_019,69395,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y020_024,45585,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y025_029,33355,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y030_034,28501,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y035_039,35422,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y040_044,30706,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y045_049,25347,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y050_054,14596,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y055_059,9081,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y060_064,6173,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y065_069,3288,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y070_074,2509,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y075_079,673,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,female,Y080_999,1836,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y000_004,54915,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y005_009,52019,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y010_014,66331,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y015_019,75068,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y020_024,54282,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y025_029,39419,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y030_034,31475,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y035_039,26165,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y040_044,19956,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y045_049,18090,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y050_054,15383,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y055_059,9102,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y060_064,7119,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y065_069,5139,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y070_074,4151,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y075_079,1264,Mandera,
KEN_2_09,KNBS Census 2019,CY2022Q2,male,Y080_999,2033,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y000_004,62030,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y005_009,56920,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y010_014,71338,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y015_019,74048,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y020_024,48637,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y025_029,34558,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y030_034,28940,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y035_039,37721,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y040_044,32827,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y045_049,28374,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y050_054,15558,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y055_059,10055,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y060_064,6517,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y065_069,3634,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y070_074,2613,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y075_079,632,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,female,Y080_999,1801,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y000_004,55110,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y005_009,51327,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y010_014,67670,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y015_019,78981,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y020_024,57016,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y025_029,41987,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y030_034,33128,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y035_039,27822,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y040_044,20529,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y045_049,19414,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y050_054,16321,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y055_059,9664,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y060_064,7283,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y065_069,5551,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y070_074,4385,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y075_079,1230,Mandera,
KEN_2_09,KNBS Census 2019,CY2023Q2,male,Y080_999,1958,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y000_004,62987,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y005_009,57049,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y010_014,73919,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y015_019,79014,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y020_024,51893,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y025_029,35805,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y030_034,29386,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y035_039,40170,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y040_044,35095,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y045_049,31762,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y050_054,16583,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y055_059,11133,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y060_064,6880,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y065_069,4015,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y070_074,2721,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y075_079,594,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,female,Y080_999,1769,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y000_004,55306,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y005_009,50645,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y010_014,69036,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y015_019,83098,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y020_024,59888,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y025_029,44721,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y030_034,34868,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y035_039,29584,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y040_044,21118,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y045_049,20833,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y050_054,17317,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y055_059,10260,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y060_064,7450,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y065_069,5997,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y070_074,4632,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y075_079,1197,Mandera,
KEN_2_09,KNBS Census 2019,CY2024Q2,male,Y080_999,1887,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y000_004,54455,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y005_009,50043,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y010_014,46628,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y015_019,46192,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y020_024,41469,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y025_029,33889,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y030_034,28392,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y035_039,23818,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y040_044,22598,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y045_049,23380,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y050_054,13156,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y055_059,11863,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y060_064,4272,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y065_069,5040,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y070_074,1480,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y075_079,1976,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,female,Y080_999,1116,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y000_004,53502,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y005_009,50133,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y010_014,46534,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y015_019,51885,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y020_024,51349,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y025_029,37214,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y030_034,30072,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y035_039,27395,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y040_044,18940,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y045_049,18317,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y050_054,11015,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y055_059,12887,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y060_064,5840,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y065_069,5769,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y070_074,2661,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y075_079,2754,Mandera,
KEN_2_09,KNBS Census 2019,CY2025Q2,male,Y080_999,1564,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y000_004,58820,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y005_009,54970,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y010_014,50201,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y015_019,41998,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y020_024,38142,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y025_029,42539,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y030_034,36636,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y035_039,29811,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y040_044,21898,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y045_049,23056,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y050_054,19940,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y055_059,13223,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y060_064,9593,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y065_069,4032,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y070_074,4116,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y075_079,1252,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,female,Y080_999,1695,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y000_004,57820,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y005_009,55097,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y010_014,50146,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y015_019,44592,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y020_024,45018,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y025_029,44321,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y030_034,37660,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y035_039,32287,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y040_044,26554,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y045_049,19828,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y050_054,16173,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y055_059,10894,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y060_064,11525,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y065_069,5170,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y070_074,4612,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y075_079,1996,Mandera,
KEN_2_09,KNBS Census 2019,CY2030Q2,male,Y080_999,2315,Mandera,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y000_004,22542,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y005_009,23409,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y010_014,21378,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y015_019,16665,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y020_024,12388,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y025_029,9545,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y030_034,7724,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y035_039,6172,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y040_044,5260,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y045_049,3851,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y050_054,3839,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y055_059,2010,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y060_064,2573,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y065_069,1184,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y070_074,1938,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y075_079,764,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,female,Y080_999,1996,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y000_004,23728,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y005_009,24386,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y010_014,23100,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y015_019,20007,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y020_024,13767,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y025_029,9792,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y030_034,8272,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y035_039,5858,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y040_044,5438,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y045_049,4219,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y050_054,4139,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y055_059,2579,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y060_064,2775,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y065_069,1566,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y070_074,2089,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y075_079,902,Marsabit,
KEN_2_10,KNBS Census 2019,CY2010Q2,male,Y080_999,1962,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y000_004,22699,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y005_009,23572,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y010_014,21527,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y015_019,16782,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y020_024,12475,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y025_029,9612,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y030_034,7777,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y035_039,6215,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y040_044,5297,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y045_049,3877,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y050_054,3866,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y055_059,2024,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y060_064,2591,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y065_069,1193,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y070_074,1952,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y075_079,769,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,female,Y080_999,2010,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y000_004,23999,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y005_009,24666,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y010_014,23365,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y015_019,20236,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y020_024,13925,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y025_029,9904,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y030_034,8366,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y035_039,5926,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y040_044,5500,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y045_049,4267,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y050_054,4186,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y055_059,2608,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y060_064,2807,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y065_069,1584,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y070_074,2113,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y075_079,913,Marsabit,
KEN_2_10,KNBS Census 2019,CY2011Q2,male,Y080_999,1985,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y000_004,22866,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y005_009,23746,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y010_014,21685,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y015_019,16905,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y020_024,12566,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y025_029,9682,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y030_034,7835,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y035_039,6261,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y040_044,5335,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y045_049,3906,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y050_054,3894,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y055_059,2039,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y060_064,2610,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y065_069,1201,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y070_074,1966,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y075_079,775,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,female,Y080_999,2025,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y000_004,24280,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y005_009,24954,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y010_014,23638,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y015_019,20473,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y020_024,14087,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y025_029,10020,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y030_034,8464,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y035_039,5995,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y040_044,5565,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y045_049,4317,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y050_054,4235,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y055_059,2639,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y060_064,2840,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y065_069,1603,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y070_074,2137,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y075_079,923,Marsabit,
KEN_2_10,KNBS Census 2019,CY2012Q2,male,Y080_999,2008,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y000_004,23042,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y005_009,23928,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y010_014,21852,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y015_019,17035,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y020_024,12663,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y025_029,9757,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y030_034,7895,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y035_039,6309,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y040_044,5376,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y045_049,3936,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y050_054,3924,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y055_059,2054,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y060_064,2630,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y065_069,1211,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y070_074,1981,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y075_079,781,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,female,Y080_999,2041,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y000_004,24568,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y005_009,25250,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y010_014,23919,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y015_019,20716,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y020_024,14255,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y025_029,10139,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y030_034,8565,Marsabit,
KEN_2_10,KNBS Census 2019,CY2013Q2,male,Y035_039,6066,Marsabit,
