area_id,source,calendar_quarter,sex,age_group,population,area_name,asfr,county
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y015_019,12481,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y020_024,9473,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y025_029,7472,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y030_034,6133,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y035_039,5337,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y040_044,3926,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y045_049,3647,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y050_054,2963,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y055_059,2232,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y060_064,1608,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y065_069,1246,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y070_074,922,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y075_079,612,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2010Q2,male,Y080_999,1016,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y000_004,25292,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y005_009,21342,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y010_014,16027,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y015_019,13548,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y020_024,11021,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y025_029,9785,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y030_034,6945,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y035_039,5923,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y040_044,4361,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y045_049,3345,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y050_054,2515,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y055_059,2175,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y060_064,1635,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y065_069,998,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y070_074,776,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y075_079,590,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,female,Y080_999,1111,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y000_004,26031,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y005_009,22330,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y010_014,17281,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y015_019,12873,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y020_024,9836,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y025_029,7738,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y030_034,6338,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y035_039,5598,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y040_044,4182,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y045_049,3795,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y050_054,3088,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y055_059,2342,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y060_064,1692,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y065_069,1287,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y070_074,947,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y075_079,615,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2011Q2,male,Y080_999,986,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y000_004,26123,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y005_009,22137,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y010_014,16614,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y015_019,13833,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y020_024,11117,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y025_029,10280,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y030_034,7471,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y035_039,6225,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y040_044,4685,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y045_049,3489,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y050_054,2590,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y055_059,2274,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y060_064,1724,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y065_069,1036,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y070_074,806,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y075_079,605,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,female,Y080_999,1079,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y000_004,26900,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y005_009,23106,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y010_014,17925,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y015_019,13271,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y020_024,10177,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y025_029,8031,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y030_034,6539,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y035_039,5847,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y040_044,4475,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y045_049,3952,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y050_054,3219,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y055_059,2449,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y060_064,1788,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y065_069,1331,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y070_074,975,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y075_079,618,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2012Q2,male,Y080_999,963,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y000_004,26932,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y005_009,22929,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y010_014,17263,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y015_019,14184,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y020_024,11155,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y025_029,10730,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y030_034,8037,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y035_039,6543,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y040_044,5037,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y045_049,3658,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y050_054,2667,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y055_059,2370,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y060_064,1817,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y065_069,1079,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y070_074,837,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y075_079,623,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,female,Y080_999,1055,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y000_004,27763,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y005_009,23869,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y010_014,18615,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y015_019,13684,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y020_024,10503,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y025_029,8345,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y030_034,6742,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y035_039,6085,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y040_044,4791,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y045_049,4128,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y050_054,3357,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y055_059,2558,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y060_064,1892,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y065_069,1381,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y070_074,1007,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y075_079,624,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2013Q2,male,Y080_999,945,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y000_004,27716,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y005_009,23714,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y010_014,17952,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y015_019,14581,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y020_024,11202,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y025_029,11115,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y030_034,8602,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y035_039,6911,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y040_044,5394,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y045_049,3861,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y050_054,2753,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y055_059,2463,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y060_064,1911,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y065_069,1126,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y070_074,870,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y075_079,642,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,female,Y080_999,1040,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y000_004,28613,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y005_009,24619,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y010_014,19332,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y015_019,14117,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y020_024,10825,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y025_029,8671,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y030_034,6953,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y035_039,6317,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y040_044,5104,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y045_049,4342,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y050_054,3501,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y055_059,2668,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y060_064,1997,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y065_069,1439,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y070_074,1042,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y075_079,634,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2014Q2,male,Y080_999,931,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y000_004,28509,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y005_009,24452,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y010_014,18664,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y015_019,15013,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y020_024,11305,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y025_029,11422,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y030_034,9135,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y035_039,7352,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y040_044,5741,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y045_049,4101,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y050_054,2852,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y055_059,2551,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y060_064,2005,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y065_069,1181,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y070_074,903,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y075_079,665,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,female,Y080_999,1028,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y000_004,29468,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y005_009,25333,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y010_014,20063,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y015_019,14578,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y020_024,11152,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y025_029,9003,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y030_034,7179,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y035_039,6545,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y040_044,5397,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y045_049,4598,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y050_054,3649,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y055_059,2783,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y060_064,2103,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y065_069,1509,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y070_074,1078,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y075_079,649,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2015Q2,male,Y080_999,919,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y000_004,28696,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y005_009,24882,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y010_014,19063,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y015_019,15332,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y020_024,11387,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y025_029,11406,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y030_034,9418,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y035_039,7753,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y040_044,5989,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y045_049,4322,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y050_054,2947,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y055_059,2600,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y060_064,2063,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y065_069,1225,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y070_074,929,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y075_079,681,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,female,Y080_999,1017,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y000_004,29768,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y005_009,25886,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y010_014,20521,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y015_019,14953,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y020_024,11374,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y025_029,9198,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y030_034,7364,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y035_039,6692,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y040_044,5582,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y045_049,4843,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y050_054,3783,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y055_059,2874,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y060_064,2179,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y065_069,1574,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y070_074,1109,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y075_079,662,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2016Q2,male,Y080_999,908,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y000_004,28885,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y005_009,25319,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y010_014,19471,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y015_019,15658,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y020_024,11469,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y025_029,11389,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y030_034,9709,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y035_039,8176,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y040_044,6248,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y045_049,4555,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y050_054,3046,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y055_059,2650,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y060_064,2123,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y065_069,1271,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y070_074,956,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y075_079,698,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,female,Y080_999,1006,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y000_004,30072,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y005_009,26451,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y010_014,20990,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y015_019,15338,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y020_024,11600,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y025_029,9397,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y030_034,7554,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y035_039,6843,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y040_044,5773,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y045_049,5101,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y050_054,3923,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y055_059,2967,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y060_064,2257,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y065_069,1643,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y070_074,1141,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y075_079,676,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2017Q2,male,Y080_999,896,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y000_004,29075,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y005_009,25764,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y010_014,19887,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y015_019,15991,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y020_024,11552,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y025_029,11373,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y030_034,10009,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y035_039,8622,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y040_044,6518,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y045_049,4801,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y050_054,3148,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y055_059,2700,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y060_064,2184,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y065_069,1319,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y070_074,983,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y075_079,715,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,female,Y080_999,995,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y000_004,30379,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y005_009,27028,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y010_014,21469,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y015_019,15733,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y020_024,11831,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y025_029,9601,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y030_034,7749,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y035_039,6997,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y040_044,5970,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y045_049,5374,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y050_054,4067,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y055_059,3064,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y060_064,2339,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y065_069,1714,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y070_074,1173,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y075_079,690,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2018Q2,male,Y080_999,885,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2019Q2,female,Y000_004,28914,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2019Q2,female,Y005_009,25990,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2019Q2,female,Y010_014,20153,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2019Q2,female,Y015_019,16309,Tana River,,Tana River
KEN_2_04,KNBS Census 2019,CY2019Q2,female,Y020_024,11626,Tana River,,Tana River
