year,indicator_id,indicator_name,value,unit,source,source_variable,lower,upper,notes,indicator
2014,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,32000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,14000.0,58000.0,,estimated_tbhiv_deaths_num
2015,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,28000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,13000.0,48000.0,,estimated_tbhiv_deaths_num
2016,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,24000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,12000.0,41000.0,,estimated_tbhiv_deaths_num
2017,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,18000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,9900.0,30000.0,,estimated_tbhiv_deaths_num
2018,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,13000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,7500.0,20000.0,,estimated_tbhiv_deaths_num
2019,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,13000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,7500.0,19000.0,,estimated_tbhiv_deaths_num
2020,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,12000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,7300.0,18000.0,,estimated_tbhiv_deaths_num
2021,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,12000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,7100.0,18000.0,,estimated_tbhiv_deaths_num
2022,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,9100.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,5200.0,14000.0,,estimated_tbhiv_deaths_num
2023,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,7700.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,3900.0,12000.0,,estimated_tbhiv_deaths_num
2024,estimated_tbhiv_deaths_num,Estimated HIV-associated TB deaths,8000.0,deaths,WHO Global TB Database: burden estimates,e_mort_tbhiv_num,3700.0,13000.0,,estimated_tbhiv_deaths_num
2000,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,95000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,35000.0,183000.0,,estimated_tbhiv_incidence_num
2001,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,98000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,32000.0,201000.0,,estimated_tbhiv_incidence_num
2002,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,100000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,215000.0,,estimated_tbhiv_incidence_num
2003,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,111000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,25000.0,259000.0,,estimated_tbhiv_incidence_num
2004,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,114000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,23000.0,275000.0,,estimated_tbhiv_incidence_num
2005,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,116000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,24000.0,279000.0,,estimated_tbhiv_incidence_num
2006,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,124000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,28000.0,290000.0,,estimated_tbhiv_incidence_num
2007,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,112000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,28000.0,255000.0,,estimated_tbhiv_incidence_num
2008,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,100000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,214000.0,,estimated_tbhiv_incidence_num
2009,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,101000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,216000.0,,estimated_tbhiv_incidence_num
2010,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,91000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,188000.0,,estimated_tbhiv_incidence_num
2011,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,85000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,172000.0,,estimated_tbhiv_incidence_num
2012,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,79000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,153000.0,,estimated_tbhiv_incidence_num
2013,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,75000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,141000.0,,estimated_tbhiv_incidence_num
2014,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,69000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,29000.0,127000.0,,estimated_tbhiv_incidence_num
2015,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,60000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,27000.0,104000.0,,estimated_tbhiv_incidence_num
2016,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,53000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,26000.0,89000.0,,estimated_tbhiv_incidence_num
2017,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,45000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,23000.0,73000.0,,estimated_tbhiv_incidence_num
2018,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,40000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,22000.0,62000.0,,estimated_tbhiv_incidence_num
2019,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,36000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,21000.0,55000.0,,estimated_tbhiv_incidence_num
2020,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,32000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,20000.0,47000.0,,estimated_tbhiv_incidence_num
2021,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,32000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,18000.0,47000.0,,estimated_tbhiv_incidence_num
2022,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,29000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,17000.0,43000.0,,estimated_tbhiv_incidence_num
2023,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,25000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,14000.0,38000.0,,estimated_tbhiv_incidence_num
2024,estimated_tbhiv_incidence_num,Estimated HIV-associated TB incidence,25000.0,people,WHO Global TB Database: burden estimates,e_inc_tbhiv_num,12000.0,39000.0,,estimated_tbhiv_incidence_num
2000,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,309.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,116.0,597.0,,estimated_tbhiv_incidence_rate
2001,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,310.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,100.0,637.0,,estimated_tbhiv_incidence_rate
2002,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,306.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,87.0,657.0,,estimated_tbhiv_incidence_rate
2003,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,329.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,74.0,770.0,,estimated_tbhiv_incidence_rate
2004,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,329.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,68.0,792.0,,estimated_tbhiv_incidence_rate
2005,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,325.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,67.0,780.0,,estimated_tbhiv_incidence_rate
2006,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,337.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,76.0,786.0,,estimated_tbhiv_incidence_rate
2007,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,296.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,73.0,671.0,,estimated_tbhiv_incidence_rate
2008,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,254.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,73.0,545.0,,estimated_tbhiv_incidence_rate
2009,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,249.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,71.0,535.0,,estimated_tbhiv_incidence_rate
2010,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,218.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,69.0,451.0,,estimated_tbhiv_incidence_rate
2011,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,199.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,67.0,402.0,,estimated_tbhiv_incidence_rate
2012,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,179.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,66.0,348.0,,estimated_tbhiv_incidence_rate
2013,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,166.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,65.0,313.0,,estimated_tbhiv_incidence_rate
2014,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,150.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,62.0,277.0,,estimated_tbhiv_incidence_rate
2015,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,126.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,58.0,222.0,,estimated_tbhiv_incidence_rate
2016,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,109.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,53.0,184.0,,estimated_tbhiv_incidence_rate
2017,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,91.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,48.0,149.0,,estimated_tbhiv_incidence_rate
2018,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,79.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,43.0,124.0,,estimated_tbhiv_incidence_rate
2019,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,70.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,40.0,107.0,,estimated_tbhiv_incidence_rate
2020,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,62.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,38.0,89.0,,estimated_tbhiv_incidence_rate
2021,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,60.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,34.0,88.0,,estimated_tbhiv_incidence_rate
2022,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,54.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,31.0,80.0,,estimated_tbhiv_incidence_rate
2023,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,46.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,25.0,68.0,,estimated_tbhiv_incidence_rate
2024,estimated_tbhiv_incidence_rate,Estimated HIV-associated TB incidence rate,44.0,"per 100,000 population",WHO Global TB Database: burden estimates,e_inc_tbhiv_100k,22.0,69.0,,estimated_tbhiv_incidence_rate
1980,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1981,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1982,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1983,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1984,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1985,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1986,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1987,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1988,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1989,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1990,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1991,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1992,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1993,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1994,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1995,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1996,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1997,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1998,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1999,notification_incidence_gap,Estimated incidence-to-notification gap,,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2000,notification_incidence_gap,Estimated incidence-to-notification gap,73841.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2001,notification_incidence_gap,Estimated incidence-to-notification gap,84983.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2002,notification_incidence_gap,Estimated incidence-to-notification gap,93817.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2003,notification_incidence_gap,Estimated incidence-to-notification gap,110817.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2004,notification_incidence_gap,Estimated incidence-to-notification gap,119427.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2005,notification_incidence_gap,Estimated incidence-to-notification gap,122320.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2006,notification_incidence_gap,Estimated incidence-to-notification gap,130658.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2007,notification_incidence_gap,Estimated incidence-to-notification gap,128562.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2008,notification_incidence_gap,Estimated incidence-to-notification gap,121059.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2009,notification_incidence_gap,Estimated incidence-to-notification gap,126003.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2010,notification_incidence_gap,Estimated incidence-to-notification gap,121728.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2011,notification_incidence_gap,Estimated incidence-to-notification gap,119680.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2012,notification_incidence_gap,Estimated incidence-to-notification gap,114013.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2013,notification_incidence_gap,Estimated incidence-to-notification gap,109204.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2014,notification_incidence_gap,Estimated incidence-to-notification gap,106975.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2015,notification_incidence_gap,Estimated incidence-to-notification gap,97708.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2016,notification_incidence_gap,Estimated incidence-to-notification gap,91665.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2017,notification_incidence_gap,Estimated incidence-to-notification gap,73401.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2018,notification_incidence_gap,Estimated incidence-to-notification gap,51466.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2019,notification_incidence_gap,Estimated incidence-to-notification gap,52655.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2020,notification_incidence_gap,Estimated incidence-to-notification gap,57940.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2021,notification_incidence_gap,Estimated incidence-to-notification gap,55990.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2022,notification_incidence_gap,Estimated incidence-to-notification gap,40310.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2023,notification_incidence_gap,Estimated incidence-to-notification gap,24347.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
2024,notification_incidence_gap,Estimated incidence-to-notification gap,22167.0,people,Derived from WHO burden estimates and notifications,notification_incidence_gap,,,Estimated incidence minus notifications. This is not a direct count of undiagnosed people.,notification_incidence_gap
1980,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1981,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1982,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1983,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1984,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1985,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1986,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1987,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1988,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1989,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1990,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1991,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1992,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1993,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1994,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1995,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1996,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1997,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1998,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
1999,notification_rate,TB notification rate,,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2000,notification_rate,TB notification rate,209.37648596883184,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2001,notification_rate,TB notification rate,230.9262849028253,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2002,notification_rate,TB notification rate,245.73535776387104,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2003,notification_rate,TB notification rate,279.8716054873889,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2004,notification_rate,TB notification rate,289.72339399809096,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2005,notification_rate,TB notification rate,286.84381404609456,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2006,notification_rate,TB notification rate,293.577836469379,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2007,notification_rate,TB notification rate,279.8323477234117,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2008,notification_rate,TB notification rate,254.9102247513362,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2009,notification_rate,TB notification rate,254.8869689374309,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2010,notification_rate,TB notification rate,238.6428531523348,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2011,notification_rate,TB notification rate,227.6040864802916,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2012,notification_rate,TB notification rate,211.87197607307425,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2013,notification_rate,TB notification rate,199.60528852206903,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2014,notification_rate,TB notification rate,191.1449291362069,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2015,notification_rate,TB notification rate,172.63651737192652,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2016,notification_rate,TB notification rate,158.56979867171543,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2017,notification_rate,TB notification rate,169.92438233882407,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
2018,notification_rate,TB notification rate,188.28808064388016,"per 100,000 population",Derived from WHO notifications and WHO population,notification_rate,,,Formula: c_newinc / e_pop_num * 100000,notification_rate
