year,indicator_id,indicator_name,value,unit,source,source_variable,lower,upper,notes
2013,notification_to_incidence_ratio,Notification-to-incidence ratio,45.12361809045226,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2014,notification_to_incidence_ratio,Notification-to-incidence ratio,45.14102564102564,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2015,notification_to_incidence_ratio,Notification-to-incidence ratio,45.4145251396648,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2016,notification_to_incidence_ratio,Notification-to-incidence ratio,45.4375,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2017,notification_to_incidence_ratio,Notification-to-incidence ratio,53.24777070063694,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2018,notification_to_incidence_ratio,Notification-to-incidence ratio,64.74931506849315,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2019,notification_to_incidence_ratio,Notification-to-incidence ratio,61.56569343065693,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2020,notification_to_incidence_ratio,Notification-to-incidence ratio,55.08527131782945,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2021,notification_to_incidence_ratio,Notification-to-incidence ratio,57.58333333333333,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2022,notification_to_incidence_ratio,Notification-to-incidence ratio,68.75193798449612,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2023,notification_to_incidence_ratio,Notification-to-incidence ratio,79.54033613445378,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
2024,notification_to_incidence_ratio,Notification-to-incidence ratio,81.05384615384615,percent,Derived from WHO burden estimates and notifications,notification_to_incidence_ratio,,,Notifications / estimated incidence * 100. Do not interpret automatically as a measured case-detection rate.
