country,est_iso2,iso3,est_iso_numeric,est_g_whoregion,year,est_e_pop_num,est_e_inc_100k,est_e_inc_100k_lo,est_e_inc_100k_hi,est_e_inc_num,est_e_inc_num_lo,est_e_inc_num_hi,est_e_tbhiv_prct,est_e_inc_tbhiv_100k,est_e_inc_tbhiv_100k_lo,est_e_inc_tbhiv_100k_hi,est_e_inc_tbhiv_num,est_e_inc_tbhiv_num_lo,est_e_inc_tbhiv_num_hi,est_e_mort_exc_tbhiv_100k,est_e_mort_exc_tbhiv_100k_lo,est_e_mort_exc_tbhiv_100k_hi,est_e_mort_exc_tbhiv_num,est_e_mort_exc_tbhiv_num_lo,est_e_mort_exc_tbhiv_num_hi,est_e_mort_tbhiv_100k,est_e_mort_tbhiv_100k_lo,est_e_mort_tbhiv_100k_hi,est_e_mort_tbhiv_num,est_e_mort_tbhiv_num_lo,est_e_mort_tbhiv_num_hi,est_e_mort_100k,est_e_mort_100k_lo,est_e_mort_100k_hi,est_e_mort_num,est_e_mort_num_lo,est_e_mort_num_hi,est_cfr,est_cfr_lo,est_cfr_hi,est_cfr_pct,est_cfr_pct_lo,est_cfr_pct_hi,est_c_newinc_100k,est_c_cdr,est_c_cdr_lo,est_c_cdr_hi,notif_iso2,notif_iso_numeric,notif_g_whoregion,notif_new_sp,notif_new_sn,notif_new_su,notif_new_ep,notif_new_oth,notif_ret_rel,notif_ret_taf,notif_ret_tad,notif_ret_oth,notif_newret_oth,notif_new_labconf,notif_new_clindx,notif_ret_rel_labconf,notif_ret_rel_clindx,notif_ret_rel_ep,notif_ret_nrel,notif_notif_foreign,notif_c_newinc,notif_new_sp_m04,notif_new_sp_m514,notif_new_sp_m014,notif_new_sp_m1524,notif_new_sp_m2534,notif_new_sp_m3544,notif_new_sp_m4554,notif_new_sp_m5564,notif_new_sp_m65,notif_new_sp_mu,notif_new_sp_f04,notif_new_sp_f514,notif_new_sp_f014,notif_new_sp_f1524,notif_new_sp_f2534,notif_new_sp_f3544,notif_new_sp_f4554,notif_new_sp_f5564,notif_new_sp_f65,notif_new_sp_fu,notif_new_sn_m04,notif_new_sn_m514,notif_new_sn_m014,notif_new_sn_m1524,notif_new_sn_m2534,notif_new_sn_m3544,notif_new_sn_m4554,notif_new_sn_m5564,notif_new_sn_m65,notif_new_sn_m15plus,notif_new_sn_mu,notif_new_sn_f04,notif_new_sn_f514,notif_new_sn_f014,notif_new_sn_f1524,notif_new_sn_f2534,notif_new_sn_f3544,notif_new_sn_f4554,notif_new_sn_f5564,notif_new_sn_f65,notif_new_sn_f15plus,notif_new_sn_fu,notif_new_ep_m514,notif_new_ep_m014,notif_new_ep_m1524,notif_new_ep_m2534,notif_new_ep_m3544,notif_new_ep_m4554,notif_new_ep_m5564,notif_new_ep_m65,notif_new_ep_m15plus,notif_new_ep_mu,notif_new_ep_f04,notif_new_ep_f514,notif_new_ep_f014,notif_new_ep_f1524,notif_new_ep_f2534,notif_new_ep_f3544,notif_new_ep_f4554,notif_new_ep_f5564,notif_new_ep_f65,notif_new_ep_f15plus,notif_new_ep_fu,notif_rel_in_agesex_flg,notif_agegroup_option,notif_newrel_m04,notif_newrel_m59,notif_newrel_m1014,notif_newrel_m514,notif_newrel_m014,notif_newrel_m1519,notif_newrel_m2024,notif_newrel_m1524,notif_newrel_m2534,notif_newrel_m3544,notif_newrel_m4554,notif_newrel_m5564,notif_newrel_m65,notif_newrel_m15plus,notif_newrel_mu,notif_newrel_f04,notif_newrel_f59,notif_newrel_f1014,notif_newrel_f514,notif_newrel_f014,notif_newrel_f1519,notif_newrel_f2024,notif_newrel_f1524,notif_newrel_f2534,notif_newrel_f3544,notif_newrel_f4554,notif_newrel_f5564,notif_newrel_f65,notif_newrel_f15plus,notif_newrel_fu,notif_rdx_data_available,notif_newinc_rdx,notif_newinc_pulm_labconf_rdx,notif_newinc_pulm_clindx_rdx,notif_newinc_ep_rdx,notif_nrr,notif_nrr_tx,notif_rdst_new,notif_rdst_ret,notif_rdst_unk,notif_conf_rrmdr,notif_conf_mdr,notif_rr_sldst,notif_all_conf_xdr,notif_conf_rr_nfqr,notif_conf_rr_fqr,notif_unconf_rrmdr_tx,notif_conf_rrmdr_tx,notif_rrmdr_014_tx,notif_rr_nfqr_014_tx,notif_unconf_mdr_tx,notif_conf_mdr_tx,notif_conf_xdr_tx,notif_unconf_rr_nfqr_tx,notif_conf_rr_nfqr_tx,notif_conf_rr_fqr_tx,notif_nrr_hpmz_used,notif_nrr_2hrze2hr_used,notif_nrr_2hrze2hr_tx,notif_mdrxdr_bpalm_used,notif_mdrxdr_bdq_used,notif_mdrxdr_bdq_tx,notif_mdrxdr_alloral_used,notif_mdrxdr_alloral_tx,notif_mdrxdr_dlm_used,notif_mdrxdr_dlm_tx,notif_mdr_shortreg_used,notif_mdr_shortreg_tx,notif_mdr_tx_adverse_events,notif_mdr_alloral_short_used,notif_mdr_alloral_short_tx,notif_dr_6m_used,notif_dr_6m_tx,notif_dr_9m_used,notif_dr_9m_tx,notif_dr_18mplus_used,notif_dr_18mplus_tx,notif_mdr_tx_adsm,notif_newrel_tbhiv_flg,notif_newrel_hivtest,notif_newrel_hivpos,notif_newrel_art,notif_tbhiv_014_flg,notif_newrel_hivtest_014,notif_newrel_hivpos_014,notif_newrel_art_014,notif_hivtest,notif_hivtest_pos,notif_hiv_cpt,notif_hiv_art,notif_hiv_tbscr,notif_hiv_reg,notif_hiv_ipt,notif_hiv_reg_new,notif_hiv_ipt_reg_all,notif_hiv_reg_all,notif_hiv_tbdetect,notif_hiv_reg_new2,notif_hiv_elig_all_tpt,notif_hiv_elig_all,notif_hiv_elig_new_tpt,notif_hiv_elig_new,notif_hiv_all_tpt,notif_hiv_all,notif_hiv_new_tpt,notif_hiv_new,notif_hiv_all_tpt_completed,notif_hiv_all_tpt_started,outc_iso2,outc_iso_numeric,outc_g_whoregion,outc_rep_meth,outc_new_sp_coh,outc_new_sp_cur,outc_new_sp_cmplt,outc_new_sp_died,outc_new_sp_fail,outc_new_sp_def,outc_c_new_sp_tsr,outc_new_snep_coh,outc_new_snep_cmplt,outc_new_snep_died,outc_new_snep_fail,outc_new_snep_def,outc_c_new_snep_tsr,outc_ret_coh,outc_ret_cur,outc_ret_cmplt,outc_ret_died,outc_ret_fail,outc_ret_def,outc_hiv_new_sp_coh,outc_hiv_new_sp_cur,outc_hiv_new_sp_cmplt,outc_hiv_new_sp_died,outc_hiv_new_sp_fail,outc_hiv_new_sp_def,outc_hiv_new_snep_coh,outc_hiv_new_snep_cmplt,outc_hiv_new_snep_died,outc_hiv_new_snep_fail,outc_hiv_new_snep_def,outc_hiv_ret_coh,outc_hiv_ret_cur,outc_hiv_ret_cmplt,outc_hiv_ret_died,outc_hiv_ret_fail,outc_hiv_ret_def,outc_rel_with_new_flg,outc_used_2021_defs_flg,outc_newrel_coh,outc_newrel_succ,outc_newrel_fail,outc_newrel_died,outc_newrel_lost,outc_c_new_tsr,outc_ret_nrel_coh,outc_ret_nrel_succ,outc_ret_nrel_fail,outc_ret_nrel_died,outc_ret_nrel_lost,outc_c_ret_tsr,outc_tbhiv_coh,outc_tbhiv_succ,outc_tbhiv_fail,outc_tbhiv_died,outc_tbhiv_lost,outc_c_tbhiv_tsr,outc_mdr_coh,outc_mdr_succ,outc_mdr_fail,outc_mdr_died,outc_mdr_lost,outc_xdr_coh,outc_xdr_succ,outc_xdr_fail,outc_xdr_died,outc_xdr_lost
Kenya,,KEN,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,7000.0,,,,,,,,,,,,,,,,,12320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,7700.0,,,,,,,,,,,,,,,,,14599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,10149.0,,,,,,,,,,,,,,,,,20451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,11324.0,,,,,,,,,,,,,,,,,22930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,1479.0,887.0,197.0,152.0,23.0,145.0,73.0,,,,,,,933.0,86.0,30.0,13.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,12.0,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,13934.0,9676.0,,3468.0,,1064.0,,,,,,,,,,,,28142.0,,,154.0,2072.0,3073.0,1675.0,920.0,485.0,296.0,,,,187.0,1802.0,1759.0,741.0,411.0,242.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,6470.0,3905.0,927.0,554.0,52.0,576.0,75.0,,,,,,,879.0,533.0,101.0,82.0,7.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,72.0,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,16978.0,11946.0,,4790.0,,1266.0,,,,,,,,,,,,34980.0,,,151.0,2492.0,3820.0,2097.0,993.0,498.0,311.0,,,,252.0,2290.0,2327.0,926.0,462.0,245.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,12630.0,8038.0,1647.0,795.0,91.0,1147.0,77.0,,,,,,,1266.0,644.0,103.0,85.0,12.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,59.0,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,19040.0,14340.0,,5279.0,,1079.0,65.0,242.0,307.0,,,,,,,,,39738.0,,,53.0,2881.0,4374.0,2333.0,1100.0,482.0,284.0,,,,242.0,2573.0,2604.0,1086.0,499.0,242.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,19040.0,10073.0,2324.0,917.0,96.0,1414.0,65.0,,,,,,,1386.0,659.0,99.0,85.0,9.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,55.0,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,24029.0,17487.0,,6065.0,,1355.0,44.0,433.0,477.0,,,,,,,,,48936.0,,,210.0,3372.0,5477.0,2983.0,1378.0,626.0,382.0,,,,318.0,3315.0,3469.0,1378.0,656.0,324.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,21885.0,13892.0,2961.0,1166.0,94.0,2317.0,77.0,,,,,,,1541.0,842.0,144.0,104.0,12.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,64.0,,,,,,,,,,,,,,,,
Kenya,,KEN,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404,AFR,27197.0,20667.0,,7889.0,,1513.0,52.0,368.0,420.0,,,,,,,,,57266.0,,,237.0,3835.0,6078.0,3349.0,1545.0,645.0,405.0,,,,373.0,3850.0,3997.0,1596.0,760.0,348.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,27417.0,17963.0,3709.0,1617.0,115.0,2443.0,79.0,,,,,,,1774.0,1114.0,193.0,198.0,15.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,74.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2000,30642887.0,451.0,182.0,839.0,138000.0,56000.0,257000.0,69.0,309.0,116.0,597.0,95000.0,35000.0,183000.0,41.0,15.0,80.0,13000.0,4600.0,24000.0,142.0,56.0,268.0,44000.0,17000.0,82000.0,183.0,89.0,311.0,56000.0,27000.0,95000.0,0.46,0.11,0.84,46.0,11.0,84.0,209.0,46.0,25.0,120.0,KE,404,AFR,28773.0,24143.0,0.0,9118.0,,1773.0,35.0,317.0,352.0,,,,,,,,,64159.0,,,264.0,3739.0,6653.0,3548.0,1630.0,630.0,414.0,,,,416.0,3916.0,4363.0,1874.0,831.0,347.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,28376.0,18705.0,3973.0,1474.0,116.0,2454.0,80.0,,,,,,,1964.0,1271.0,218.0,42.0,156.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,76.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2001,31619181.0,499.0,178.0,982.0,158000.0,56000.0,310000.0,62.0,310.0,100.0,637.0,98000.0,32000.0,201000.0,52.0,21.0,98.0,17000.0,6500.0,31000.0,143.0,49.0,285.0,45000.0,16000.0,90000.0,195.0,90.0,340.0,62000.0,28000.0,107000.0,0.46,0.09,0.86,46.0,9.0,86.0,231.0,46.0,24.0,130.0,KE,404,AFR,31307.0,28097.0,0.0,10723.0,,2294.0,50.0,546.0,596.0,,,,,,,,,73017.0,,,299.0,4083.0,7070.0,3903.0,1771.0,723.0,443.0,,,,464.0,4116.0,4822.0,2063.0,935.0,394.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,30855.0,20703.0,4098.0,1577.0,105.0,2505.0,80.0,,,,,,,2635.0,1780.0,256.0,259.0,14.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,77.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2002,32629818.0,534.0,174.0,1090.0,174000.0,57000.0,356000.0,57.0,306.0,87.0,657.0,100000.0,29000.0,215000.0,61.0,25.0,112.0,20000.0,8200.0,37000.0,141.0,44.0,295.0,46000.0,14000.0,96000.0,202.0,91.0,358.0,66000.0,30000.0,117000.0,0.45,0.08,0.86,45.0,8.0,86.0,246.0,46.0,23.0,140.0,KE,404,AFR,34337.0,31765.0,,11578.0,,2503.0,,,1931.0,,,,,,,,,80183.0,,,299.0,4445.0,7708.0,4306.0,2023.0,807.0,433.0,,,,392.0,4542.0,5465.0,2267.0,996.0,445.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,30966.0,20247.0,4304.0,1519.0,135.0,2745.0,79.0,,,,,,,2476.0,1612.0,293.0,251.0,9.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,77.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2003,33652217.0,610.0,161.0,1350.0,205000.0,54000.0,455000.0,54.0,329.0,74.0,770.0,111000.0,25000.0,259000.0,73.0,31.0,134.0,25000.0,10000.0,45000.0,153.0,38.0,344.0,51000.0,13000.0,116000.0,226.0,92.0,418.0,76000.0,31000.0,141000.0,0.47,0.06,0.9,47.0,6.0,90.0,280.0,46.0,21.0,170.0,KE,404,AFR,38158.0,37135.0,,13403.0,,2826.0,104.0,1023.0,,2661.0,,,,,,,,94183.0,,,341.0,4918.0,8515.0,4560.0,2167.0,928.0,567.0,,,,487.0,5003.0,6023.0,2618.0,1171.0,551.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,34068.0,22941.0,4282.0,1725.0,79.0,2999.0,80.0,,,,,,,3032.0,2035.0,228.0,326.0,16.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2004,34713455.0,634.0,155.0,1440.0,220000.0,54000.0,500000.0,52.0,329.0,68.0,792.0,114000.0,23000.0,275000.0,78.0,33.0,142.0,27000.0,12000.0,49000.0,153.0,35.0,354.0,53000.0,12000.0,123000.0,231.0,92.0,432.0,80000.0,32000.0,150000.0,0.47,0.06,0.91,47.0,6.0,91.0,290.0,46.0,20.0,190.0,KE,404,AFR,41167.0,41220.0,0.0,14949.0,,3237.0,72.0,1174.0,3999.0,,41167.0,,,,,,,100573.0,,,391.0,5388.0,9016.0,5142.0,2404.0,973.0,576.0,,,,519.0,5458.0,6326.0,2850.0,1236.0,558.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,12000.0,,,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,41167.0,28344.0,4707.0,2070.0,100.0,2875.0,80.0,56169.0,41779.0,3799.0,,5164.0,74.0,3646.0,2418.0,367.0,401.0,25.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,76.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2005,35796484.0,630.0,156.0,1420.0,225000.0,56000.0,510000.0,52.0,325.0,67.0,780.0,116000.0,24000.0,279000.0,77.0,32.0,140.0,27000.0,12000.0,50000.0,151.0,35.0,350.0,54000.0,13000.0,125000.0,228.0,91.0,427.0,82000.0,32000.0,153000.0,0.46,0.06,0.9,46.0,6.0,90.0,287.0,46.0,20.0,180.0,KE,404,AFR,40389.0,43772.0,,15265.0,,3254.0,81.0,1278.0,4362.0,,40389.0,,,,,,,102680.0,,,359.0,4790.0,8832.0,5069.0,2521.0,1031.0,590.0,,,,577.0,5144.0,6521.0,2781.0,1266.0,593.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15658.0,8954.0,3940.0,1546.0,,,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,40436.0,28651.0,4650.0,2021.0,141.0,3109.0,82.0,57433.0,45816.0,4055.0,,5001.0,80.0,3794.0,2586.0,345.0,377.0,22.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,77.0,,,,,,,,,,,,,,,,
Kenya,KE,KEN,404.0,AFR,2006,36904012.0,646.0,153.0,1490.0,239000.0,56000.0,549000.0,52.0,337.0,76.0,786.0,124000.0,28000.0,290000.0,78.0,44.0,122.0,29000.0,16000.0,45000.0,157.0,40.0,352.0,58000.0,15000.0,130000.0,235.0,101.0,426.0,87000.0,37000.0,157000.0,0.47,0.06,0.91,47.0,6.0,91.0,294.0,45.0,20.0,190.0,KE,404,AFR,39154.0,42686.0,5652.0,17443.0,,3407.0,121.0,1657.0,5114.0,,39154.0,,,,,,,108342.0,,,387.0,4708.0,8229.0,4975.0,2467.0,1037.0,645.0,,,,583.0,4953.0,6052.0,2792.0,1343.0,604.0,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69337.0,36136.0,50916.0,15447.0,,230655.0,,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,39154.0,28621.0,4683.0,1776.0,131.0,2873.0,85.0,62032.0,50455.0,4054.0,,4993.0,81.0,3945.0,2804.0,309.0,281.0,37.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,79.0,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,
Kenya,KE,KEN,404.0,AFR,2007,38036346.0,618.0,159.0,1380.0,235000.0,60000.0,525000.0,48.0,296.0,73.0,671.0,112000.0,28000.0,255000.0,81.0,45.0,127.0,31000.0,17000.0,48000.0,138.0,38.0,302.0,53000.0,14000.0,115000.0,219.0,102.0,381.0,83000.0,39000.0,145000.0,0.45,0.08,0.87,45.0,8.0,87.0,280.0,45.0,20.0,180.0,KE,404,AFR,38360.0,42852.0,7017.0,18032.0,0.0,177.0,3285.0,1841.0,5159.0,0.0,41945.0,,,,,,0.0,106438.0,23.0,451.0,474.0,4752.0,8132.0,4959.0,2361.0,1084.0,601.0,,24.0,575.0,599.0,4594.0,5979.0,2774.0,1180.0,542.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91841.0,43954.0,40954.0,16324.0,0.0,461483.0,0.0,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,38360.0,28689.0,4040.0,1395.0,154.0,2611.0,85.0,60884.0,49786.0,3475.0,0.0,4978.0,82.0,3285.0,2386.0,253.0,241.0,41.0,222.0,10251.0,7283.0,1212.0,586.0,73.0,724.0,26002.0,21075.0,1870.0,0.0,1970.0,1072.0,763.0,67.0,108.0,18.0,69.0,,,,,,,,83.0,,,,,,80.0,,,,,,81.0,16.0,11.0,0.0,2.0,3.0,,,,,
Kenya,KE,KEN,404.0,AFR,2008,39206352.0,564.0,169.0,1190.0,221000.0,66000.0,467000.0,45.0,254.0,73.0,545.0,100000.0,29000.0,214000.0,78.0,44.0,123.0,31000.0,17000.0,48000.0,119.0,37.0,247.0,47000.0,15000.0,97000.0,197.0,100.0,326.0,77000.0,39000.0,128000.0,0.43,0.09,0.81,43.0,9.0,81.0,255.0,45.0,21.0,150.0,KE,404,AFR,36811.0,35232.0,10883.0,16881.0,0.0,134.0,3225.0,1989.0,5096.0,0.0,40170.0,,,,,,0.0,99941.0,40.0,411.0,451.0,4709.0,8128.0,4924.0,2302.0,1025.0,583.0,0.0,40.0,546.0,586.0,4355.0,5475.0,2431.0,1065.0,481.0,296.0,0.0,484.0,1006.0,1490.0,2154.0,3927.0,3516.0,2117.0,1104.0,902.0,13720.0,0.0,412.0,1011.0,1423.0,2406.0,4188.0,2778.0,1537.0,826.0,647.0,12382.0,0.0,666.0,1076.0,1040.0,1839.0,1416.0,794.0,418.0,257.0,5764.0,0.0,344.0,602.0,946.0,1118.0,1806.0,1090.0,567.0,301.0,203.0,5085.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91463.0,41174.0,37757.0,12426.0,0.0,860445.0,0.0,,,,,,,,,,,,,,,,KE,404.0,AFR,100.0,36811.0,28147.0,3300.0,1319.0,171.0,2457.0,85.0,62346.0,51654.0,3575.0,0.0,4672.0,83.0,10444.0,2604.0,4899.0,698.0,46.0,729.0,11174.0,8031.0,1020.0,764.0,54.0,867.0,26502.0,21519.0,1921.0,0.0,2009.0,4148.0,846.0,2378.0,416.0,7.0,327.0,,,,,,,,84.0,,,,,,72.0,,,,,,81.0,44.0,27.0,0.0,9.0,2.0,,,,,
